Predictions,True_Values
36.23258249661447,36.48
35.74882916338448,40.13
41.68364093680705,44.14
42.304205866405205,42.0
38.05145424321223,37.85
38.336735786779144,37.85
36.880300156972645,37.85
36.67090982009582,37.14
37.13768759766331,37.14
36.86796705801335,35.03
36.09457926481518,35.03
35.398277855694666,35.03
35.87086167146293,35.03
36.06902217309869,35.03
35.543077469871996,35.03
35.8549879025563,35.03
35.68013528222397,35.03
34.171388204568906,35.03
35.07651313359201,35.03
35.36511194292127,35.03
34.576089304712085,35.03
34.001861952164965,31.54
34.01669946910069,31.54
35.53166577460707,34.69
37.69197753653719,38.16
39.72685847160972,41.98
40.426915613903006,41.98
41.06245835196877,46.18
41.98066584774744,45.0
40.610686680152284,45.0
38.509101155329354,42.0
36.71655574737189,38.51
37.06442751904364,38.51
33.0738931050056,35.0
35.9790419298906,38.5
37.71891126781675,40.0
40.11600655682519,43.5
39.739249729770236,40.0
36.21708366270653,36.66
36.766119915948984,36.66
34.66857885363396,33.5
37.20371627636263,36.85
39.83536240172015,40.54
41.37874356420896,44.0
41.36877097104262,44.0
38.9072439730105,40.0
39.59101698841843,40.0
36.16472796506848,36.01
36.82398442111468,36.01
35.04288190058108,39.0
38.5633326985163,42.0
42.943312697186045,44.5
45.30495643326867,48.88
41.438925497602405,44.0
40.155095401659224,40.5
40.338281284348646,40.5
39.41707111527186,39.6
38.37000730551306,39.6
36.35921193825814,36.0
36.2891206872003,36.0
35.739802940992675,39.0
40.00718237073116,42.0
40.38109205222776,42.0
40.7635973378089,42.0
44.15622967488282,46.0
45.263928405685135,49.5
42.32197465939854,44.55
43.26129438089019,44.55
42.683541308671494,44.55
42.20779054200929,44.55
39.5694542117377,40.1
40.00946442180311,44.11
42.26061297393116,44.11
45.18653481042652,48.47
42.53959745460433,43.62
42.26514516881402,43.62
41.92644374643808,43.62
41.69981436756936,41.44
39.56105412466201,41.44
38.562344210731226,38.0
40.71489358630663,41.8
38.4884298942907,38.0
38.063571178048065,38.1
38.31027694710236,41.8
40.588369015695335,40.05
40.40442511027574,40.05
41.149426587352316,41.9
40.70382159817632,41.9
42.22644414259019,38.59
38.72063743614602,38.59
37.021110732254385,42.3
42.21986392348924,43.04
39.03968138759967,38.9
37.912238451110596,41.99
44.28231524345204,45.0
43.9852935313202,45.0
44.799592802405066,49.51
39.77723883926891,39.5
39.17376429867886,39.2
40.72250420928621,40.33
39.757015664247575,39.87
38.67618466845179,38.59
39.523735358433434,38.59
40.51722600454744,38.59
40.79849059172597,38.59
39.51976271033208,38.59
40.254396477024294,38.59
38.29974775459651,38.59
39.23555044043179,38.59
38.951645680742004,38.81
36.69524857065718,34.93
39.239865676710515,38.42
38.293002103214114,38.42
41.82643234615725,41.5
41.187706026918605,41.5
40.59020283659422,41.5
40.22465174441951,41.5
40.70264261960672,41.5
41.51365103220218,41.5
40.54533542189519,41.5
39.81512168161153,40.81
40.801171053122026,40.81
39.61565059095956,40.81
36.064747036340975,36.73
39.309977467452605,40.38
39.65050009788923,40.38
39.571351343698915,40.32
39.82766627828652,40.36
40.06384569755429,40.73
39.44869735911459,40.68
40.225145608601196,40.8
39.64835380574819,40.72
39.53050619524336,40.52
39.662653706880704,40.51
38.87977577746378,42.0
38.45574452010146,40.62
36.49527089049535,36.8
36.59186685755846,35.69
38.731870742579005,38.6
40.37328664127859,40.75
38.79491323369147,40.21
38.680217676535946,39.62
39.74842765456836,40.04
38.853397352742334,40.17
39.34376213759271,40.21
39.13685274410755,39.5
40.0757441311376,40.0
38.47888385024627,39.75
39.04192359423262,39.74
37.81568046979143,39.63
38.88325831346323,40.09
39.68211215187595,39.84
39.69148807797922,39.65
37.9011023888788,40.0
38.18391140928242,40.12
39.13136570401157,40.79
39.625935286983406,40.46
38.2059102087108,40.66
38.860138504631294,40.0
38.47843147344407,39.95
38.217438551633755,40.0
38.553080606070495,40.19
38.68462330909248,40.5
39.133490551776106,40.29
37.44854297090478,40.29
37.47075851389056,40.35
38.51913660575608,40.98
38.348784675080225,41.03
37.694427061223735,40.8
37.665605645186204,41.26
39.10729672278535,41.82
39.05977754435453,41.84
39.6424947565757,42.0
39.36617360865719,42.0
39.202737611372505,41.0
39.416473947763734,41.0
40.08835126148705,41.01
39.08009624081989,41.46
38.9448785933096,41.0
38.88179933785304,41.23
38.640607195390636,41.52
39.32551818241335,42.44
38.24080038850205,42.1
39.222116694428344,40.28
36.73594620458323,40.15
38.5244722687181,40.62
38.345880222181464,40.24
38.368477587720896,40.13
36.404106127624694,40.13
38.207815727638064,41.49
37.800748377121465,41.49
37.48859259935872,41.35
36.74662005951138,40.65
33.92898243475811,36.59
35.54493119325117,40.05
37.49084370057239,41.44
34.602427069827236,37.3
32.54818035008575,33.6
31.114618428911207,30.3
30.707215243427125,28.6
29.632162007805743,28.6
29.589817756921903,29.5
32.17853861025926,32.45
34.61237190676435,35.7
35.85639094408682,39.27
37.158290825900096,39.73
39.21995259165381,41.5
38.55452169212889,41.47
40.20925915988291,41.47
41.29159653528478,41.45
38.821325949557,41.45
39.447431859890514,41.5
41.196389047195,41.5
40.873506142449564,41.49
40.74017719622496,41.49
38.97791610942788,41.49
38.900149394459284,41.5
40.53175874355436,41.5
41.37484395157844,41.5
38.837273951712504,41.5
40.696899132874975,41.5
40.79111172891965,41.5
38.697915876480124,41.5
39.46848620152852,41.5
40.83137685229336,39.8
39.39946572203261,39.8
36.934053567804526,35.82
35.475878279828166,35.82
40.27169479555934,39.8
37.07036601662038,35.82
38.143985816431304,39.0
38.17657967298152,39.0
37.679690648976695,39.0
37.8387449518828,39.0
38.710282380765356,39.0
40.236027000210356,41.5
37.14794040730071,38.0
36.84455581893917,38.0
40.07562754891051,41.5
38.89525410444845,41.5
38.79385933485616,41.5
39.37216916775379,41.5
38.47344694313419,41.5
38.60445052611976,41.5
40.41087459756398,41.45
39.714668776905036,41.45
40.382826037218834,41.45
40.013494438070396,41.5
39.86635761459452,41.5
39.797801576711954,41.5
39.70432256589777,41.45
39.72569872869683,41.45
39.91656337032545,41.4
38.379366343486616,39.73
38.95459891367667,39.73
38.181357152902706,39.73
39.68921028137272,40.5
39.29848337187971,41.5
39.78890824775606,41.41
40.26389323991242,41.5
39.94148842789112,41.5
40.26667987422422,41.5
39.04649902173706,41.5
40.46843632107864,41.5
41.4309172355043,42.0
40.227398770817494,42.0
41.34368487480387,41.45
41.17217109853023,41.35
39.97570167148852,41.35
39.62914059617488,41.35
39.20418227599251,41.35
39.43579319879852,41.35
39.718606477240144,42.0
41.66392656656131,42.0
40.87358790570637,41.45
39.805063872966954,41.45
39.461724009514015,41.45
39.107323450721104,41.45
39.96601454945005,41.45
40.260845998023555,41.4
38.72820907032122,41.4
38.916833507559865,41.4
39.15998690458355,41.4
38.70704269200936,41.4
38.898209598423705,41.5
38.89436299912025,41.5
