Predictions,True_Values
38.922097659321764,38.89999972453446
36.60113809534974,41.98999977966591
42.96094097236126,44.99999985560498
43.137823387407195,44.99999985560498
44.45553994122102,49.509999884931474
39.22137719810055,39.500000255538026
39.08669817646459,39.19999999003625
40.552488001165955,40.32999986789374
39.61446595001413,39.87000033106795
38.50097820307549,38.58999997692919
39.16520792089797,38.58999997692919
39.97239849059382,38.58999997692919
39.72415176287734,38.58999997692919
39.3207605350711,38.58999997692919
39.61288914560108,38.58999997692919
38.578420255108924,38.58999997692919
38.78238591771824,38.58999997692919
39.08812107927044,38.8100002632386
36.72401650513545,34.92999989828688
38.9958488210254,38.419999849380204
38.996865670930106,38.419999849380204
41.03248512807723,41.49999973534742
40.640184434839796,41.49999973534742
39.82461584640202,41.49999973534742
39.71976213176842,41.49999973534742
40.02864677978224,41.49999973534742
40.152564368946926,41.49999973534742
39.64837720727549,41.49999973534742
39.097997577500315,40.809999743047996
39.199510802784786,40.809999743047996
38.9102884592122,40.809999743047996
36.21877814052198,36.73000011717608
38.13712869534758,40.38000002665416
38.776385816219694,40.38000002665416
38.470973573218316,40.319999698729504
38.41009518165973,40.35999968832569
38.65052659338561,40.729999763855616
38.27298465204216,40.680000292155945
38.40884198285824,40.80000026094451
38.331855452099695,40.72000028175213
38.056897176683655,40.52000033377119
38.28267358268827,40.51000016460696
37.45890698542413,41.999999948830144
37.201404175331795,40.61999996423128
35.574428525397344,36.799999927204226
35.86244885619407,35.690000044144824
37.508894777091115,38.60000014609342
39.32394368750929,40.75000010218409
38.79525181725581,40.20999989910517
38.26909176585291,39.62000022432659
38.407978347499984,40.03999977155619
38.40142791034356,40.16999990950899
38.63694202830727,40.20999989910517
38.641435405588894,39.500000255538026
39.06742131310211,39.99999978196
38.63057847167387,39.74999967521864
38.52550695878365,39.74000019311515
38.68283150262182,39.62999970643008
39.07901752438029,40.08999993031661
39.49106296934851,39.83999982357525
39.009035577931556,39.65000004475854
38.4118011534931,39.99999978196
38.8332909354817,40.11999975074856
40.10472982565924,40.79000009178027
40.2908456500764,40.46000000584654
39.719477688619406,40.65999995382747
