Predictions,True_Values
39.61325672310042,38.89999972453446
37.856051456923865,41.98999977966591
42.878796676579285,44.99999985560498
42.79545758215928,44.99999985560498
43.92277380074123,49.509999884931474
39.63158132026835,39.500000255538026
39.73002681932003,39.19999999003625
40.176874639337726,40.32999986789374
39.698604783142976,39.87000033106795
39.160172452687405,38.58999997692919
39.405159764222844,38.58999997692919
40.49394080671999,38.58999997692919
40.069853935109904,38.58999997692919
39.60188311950408,38.58999997692919
39.21878010847906,38.58999997692919
38.832903433220714,38.58999997692919
39.295228670673154,38.58999997692919
39.42504124104218,38.8100002632386
36.74776338571418,34.92999989828688
39.23197923247865,38.419999849380204
38.80353502161473,38.419999849380204
40.41060652172521,41.49999973534742
40.66836972784044,41.49999973534742
39.7963879556351,41.49999973534742
39.88487725741032,41.49999973534742
40.60035827161246,41.49999973534742
41.09221131876406,41.49999973534742
40.118881215853385,41.49999973534742
40.008787288906795,40.809999743047996
39.70735793705244,40.809999743047996
39.32258742959585,40.809999743047996
36.191815128589226,36.73000011717608
39.33387377647739,40.38000002665416
40.443506425567826,40.38000002665416
40.03493819503727,40.319999698729504
40.108899597329305,40.35999968832569
39.98844548138735,40.729999763855616
39.90012313537352,40.680000292155945
39.98178374039,40.80000026094451
39.90831496065316,40.72000028175213
39.954078015790365,40.52000033377119
39.94564503218873,40.51000016460696
38.91051106689404,41.999999948830144
39.04317219111774,40.61999996423128
37.34908101216865,36.799999927204226
37.261534357737524,35.690000044144824
38.90646702734057,38.60000014609342
40.0713352380792,40.75000010218409
39.92145431036781,40.20999989910517
39.71699396402107,39.62000022432659
40.25992516824424,40.03999977155619
39.75559922030202,40.16999990950899
39.242645850566916,40.20999989910517
39.16266373495395,39.500000255538026
39.49730972565502,39.99999978196
38.80119557977314,39.74999967521864
39.080382027022694,39.74000019311515
38.4659106225779,39.62999970643008
39.05882206079984,40.08999993031661
39.53122029585563,39.83999982357525
39.09854860021895,39.65000004475854
39.03467943323117,39.99999978196
39.082613600327086,40.11999975074856
40.42295094215625,40.79000009178027
40.21262996764249,40.46000000584654
39.63034323680329,40.65999995382747
39.945559149595425,39.99999978196
40.12972715679647,39.95000031026033
39.90922325495993,39.99999978196
39.949195762126266,40.19000024783745
39.79945636892864,40.49999999544272
39.50613021151764,40.28999987829755
39.501694547338715,40.28999987829755
39.614551145546685,40.350000206222205
40.30067199287179,40.97999987059698
40.257872230733916,41.0300000293574
40.082396229035915,40.80000026094451
40.30348825487139,41.25999979777029
41.32476970139664,41.82000033917767
41.010005187514906,41.83999999044539
41.1597603831097,41.999999948830144
41.07959688345967,41.999999948830144
40.37347226250236,41.00000020892544
40.31653759962826,41.00000020892544
40.616899259082665,41.00999969102893
40.74409825037228,41.45999974575123
41.19201170160769,41.00000020892544
40.90306074702993,41.22999997733834
41.46659827715991,41.52000007367589
41.590847716665124,42.43999983438821
40.76290447712346,42.10000026635099
40.41860322175286,40.27999970913332
40.67447357551169,40.15000025824126
41.188656096922145,40.61999996423128
40.85191319682298,40.23999971953713
41.24069407785646,40.1299999199128
41.23835532307563,40.1299999199128
42.268488173197085,41.490000253243934
41.875756005810906,41.490000253243934
40.98870149495047,41.3499999461269
39.97933505588974,40.649999784663244
37.49319337785304,36.59000015358942
38.77207588415736,40.049999940720426
41.763316453476016,41.440000094483516
38.49116697561652,37.30000014068695
35.12706953218431,33.600000072448445
30.245288909403527,30.299999986054413
27.760288782797012,28.59999999880346
28.369952136138316,28.59999999880346
28.963221876539517,29.499999936482876
33.33971586868939,32.45000002802767
36.992450451703434,35.69999986977868
40.160624278563255,39.26999980006438
40.60336210119583,39.73000002395092
42.25509667218849,41.49999973534742
42.12941058866251,41.46999991491547
42.324274070503165,41.46999991491547
42.426352746781944,41.450000263647745
42.933756726868154,41.450000263647745
42.9258088081535,41.49999973534742
43.34472073822151,41.49999973534742
43.21988042647437,41.490000253243934
42.83811237447966,41.490000253243934
