Predictions,True_Values
39.91851987391982,38.89999972453446
37.69543589211031,41.98999977966591
42.9566853180979,44.99999985560498
43.732687452270476,44.99999985560498
44.85892979490577,49.509999884931474
39.577734308388685,39.500000255538026
38.341158254606306,39.19999999003625
40.49386935240236,40.32999986789374
40.42857659554799,39.87000033106795
39.69696957856648,38.58999997692919
40.292877288703586,38.58999997692919
40.79461026938879,38.58999997692919
40.51324446545158,38.58999997692919
40.25999387431888,38.58999997692919
40.61741386758174,38.58999997692919
39.822200140817586,38.58999997692919
39.476491785038306,38.58999997692919
39.45580438596341,38.8100002632386
37.328633397294254,34.92999989828688
39.161305415858266,38.419999849380204
39.594149563742306,38.419999849380204
41.440797772010114,41.49999973534742
41.100267106015906,41.49999973534742
40.51032170903628,41.49999973534742
39.95852948236646,41.49999973534742
39.96941183752911,41.49999973534742
40.09101540609983,41.49999973534742
39.91029850502809,41.49999973534742
39.44956450026437,40.809999743047996
39.59929152636856,40.809999743047996
39.440970057387325,40.809999743047996
36.98635003933591,36.73000011717608
39.00418767730477,40.38000002665416
39.89105324645995,40.38000002665416
39.7883225495328,40.319999698729504
39.814210998458144,40.35999968832569
39.98870106798502,40.729999763855616
39.66559769782391,40.680000292155945
39.792751343104264,40.80000026094451
39.58960946632992,40.72000028175213
39.41066518198396,40.52000033377119
39.76432489178163,40.51000016460696
39.01359147774111,41.999999948830144
38.719078766421035,40.61999996423128
37.309216373539506,36.799999927204226
37.25032977108481,35.690000044144824
38.72708852060287,38.60000014609342
40.38449890042176,40.75000010218409
40.051011981199906,40.20999989910517
39.33835959609081,39.62000022432659
39.410360127012545,40.03999977155619
39.417188823771276,40.16999990950899
39.74666674353773,40.20999989910517
39.510954752079044,39.500000255538026
39.902668695439026,39.99999978196
39.105672046037895,39.74999967521864
39.152388741491144,39.74000019311515
39.37325953376627,39.62999970643008
39.882955548502565,40.08999993031661
39.99309069909394,39.83999982357525
39.62852870937198,39.65000004475854
39.504948467033785,39.99999978196
40.19811649643499,40.11999975074856
41.08512291304318,40.79000009178027
40.93183759933325,40.46000000584654
40.71288095829766,40.65999995382747
40.820117399599866,39.99999978196
40.369433032374126,39.95000031026033
40.06161607676025,39.99999978196
40.1241365435028,40.19000024783745
39.94149862058405,40.49999999544272
39.851097915812275,40.28999987829755
39.680682803572445,40.28999987829755
39.66799279158595,40.350000206222205
40.45389615817528,40.97999987059698
40.51219669781328,41.0300000293574
40.304965435476205,40.80000026094451
40.37512052123304,41.25999979777029
41.00624284286747,41.82000033917767
40.73077408131684,41.83999999044539
40.81754641828674,41.999999948830144
40.79045149069067,41.999999948830144
40.36128792722524,41.00000020892544
40.66055716009283,41.00000020892544
40.89497610322674,41.00999969102893
41.18180404009803,41.45999974575123
41.546990568038495,41.00000020892544
41.19028649207341,41.22999997733834
41.248929875023876,41.52000007367589
41.39826733768484,42.43999983438821
41.20677045350167,42.10000026635099
40.73533822585535,40.27999970913332
39.61111034532858,40.15000025824126
39.308593376312636,40.61999996423128
39.80510469532501,40.23999971953713
40.17618895271279,40.1299999199128
39.532107978340015,40.1299999199128
40.6576014247617,41.490000253243934
41.41367467492344,41.490000253243934
40.793102171050386,41.3499999461269
39.42407042420748,40.649999784663244
37.45424390413814,36.59000015358942
37.417003837560344,40.049999940720426
39.510910780191274,41.440000094483516
38.53812895175625,37.30000014068695
35.95074921626402,33.600000072448445
33.3084455011721,30.299999986054413
31.23219584795914,28.59999999880346
29.29204227917164,28.59999999880346
28.873427502876464,29.499999936482876
30.713802932411994,32.45000002802767
33.25285541617876,35.69999986977868
36.42552777327581,39.26999980006438
38.229795326461065,39.73000002395092
41.0378538207498,41.49999973534742
42.38331113926133,41.46999991491547
42.03829396659296,41.46999991491547
41.3111081855147,41.450000263647745
41.29609796938753,41.450000263647745
41.56918469133031,41.49999973534742
42.45618904675625,41.49999973534742
42.62192871061665,41.490000253243934
42.43963637925335,41.490000253243934
42.08948411456619,41.490000253243934
41.97350276408347,41.49999973534742
42.03902225098417,41.49999973534742
42.318236867724316,41.49999973534742
42.255336456388996,41.49999973534742
